insight_id,call_id,summary,tone,pending_items,sales_opportunities,issues
602,602,"A conversation about Disputing a charge: Unauthorized transactions, duplicate charges, or incorrect amounts..",neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
603,603,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""resolved credit card dispute"", ""issued a replacement card""]"
604,604,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""resolved credit card dispute"", ""issued a replacement card""]"
605,605,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
606,606,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
607,607,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
608,608,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
609,609,A conversation about Early repayment: Clarification about prepayment penalties or how to pay off a mortgage early..,neutral,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
610,610,A conversation about Application and pre-approval: Information about applying for a new mortgage or getting pre-approved..,dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
611,611,A conversation about Tax concerns: Clarifications about over-contribution penalties or reporting requirements..,satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""suggest a rewards credit card"", ""promote a cash-back program""]","[""processed early mortgage payment"", ""updated account details""]"
612,612,"A conversation about Payment and balance inquiries: Questions about due dates, minimum payments, or available credit..",satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""resolved credit card dispute"", ""issued a replacement card""]"
613,613,"A conversation about Investment options: Guidance on selecting investments (e.g., GICs, mutual funds, or stocks)..",satisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
614,614,A conversation about Porting a mortgage: Questions about transferring an existing mortgage to a new property..,satisfied,"[""send account transfer form"", ""schedule a call with a financial advisor""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""processed early mortgage payment"", ""updated account details""]"
615,615,A conversation about Withdrawals: How to withdraw funds and understanding withdrawal implications..,satisfied,"[""send email confirmation with login details"", ""send instructions to complete MD Direct Invest registration""]","[""recommend refinancing options"", ""offer a lower interest rate""]","[""opened managed TFSA"", ""transferred $10,000 to managed TFSA""]"
616,616,"A conversation about Card issues: Lost, stolen, or damaged cards, or problems with activation..",dissatisfied,"[""request additional documentation for mortgage approval"", ""verify identity for credit card dispute""]","[""offer additional investment products"", ""schedule a meeting with an investment advisor""]","[""processed early mortgage payment"", ""updated account details""]"
